# "Top 500 'Greatest' Novels (1021-2015)" [https://www.responsible-datasets-in-context.com/posts/top-500-novels/top-500-novels.html] by "Responsible Datasets in Context" [https://www.responsible-datasets-in-context.com/team.html], used under CC BY 4.0 [http://creativecommons.org/licenses/by/4.0/] / Some columns deleted
top_500_rank,title,author,pub_year,orig_lang,genre,author_field_of_activity,author_occupation,wiki_url,pg_eng_url
268,Swann's Way,Marcel Proust,1913,French,autobio,,"novelists,essayists,critics",https://en.wikipedia.org/wiki/In_Search_of_Lost_Time,https://www.gutenberg.org/cache/epub/7178/pg7178.txt
269,Ender's Game,Orson Scott Card,1985,English,scifi,"science fiction,mainstream fiction,fantasy fiction,computer games",authors,https://en.wikipedia.org/wiki/Ender%27s_Game,NA_not-pub-domain
270,The Name of the Rose,Umberto Eco,1980,Italian,history,semiotics,"semioticians,novelists,college teachers",https://en.wikipedia.org/wiki/The_Name_of_the_Rose,NA_not-pub-domain
271,A Time to Kill,John Grisham,1989,English,na,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/A_Time_to_Kill_(Grisham_novel),NA_not-pub-domain
272,Water for Elephants,Sara Gruen,2006,English,romance,"historical fiction,animals",authors,https://en.wikipedia.org/wiki/Water_for_Elephants,NA_not-pub-domain
273,The Time Machine,H.G. Wells,1895,English,scifi,science fiction,authors,https://en.wikipedia.org/wiki/The_Time_Machine,https://www.gutenberg.org/cache/epub/35/pg35.txt
274,Eragon,Christopher Paolini,2002,English,fantasy,,author,https://en.wikipedia.org/wiki/Eragon,NA_not-pub-domain
275,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1979,English,scifi,"science fiction,radio plays,novels,screenplays,humorous fiction","screenwriters,radio writers,novelists,humorists,computer game writer,authors",https://en.wikipedia.org/wiki/The_Hitchhiker%27s_Guide_to_the_Galaxy_(novel),NA_not-pub-domain
276,Buddenbrooks,Thomas Mann,1901,German,na,"novels,humanitarianism,essays",authors,https://en.wikipedia.org/wiki/Buddenbrooks,https://www.gutenberg.org/cache/epub/72961/pg72961.txt 
277,A Thousand Splendid Suns,Khaled Hosseini,2007,English,na,"medicine,fiction","physicians,novelists,authors",https://en.wikipedia.org/wiki/A_Thousand_Splendid_Suns,NA_not-pub-domain
278,The Witch of Blackbird Pond,Elizabeth George Speare,1958,English,na,"teaching,historical fiction,childrens fiction",teacher,https://en.wikipedia.org/wiki/The_Witch_of_Blackbird_Pond,NA_not-pub-domain
279,And Then There Were None,Agatha Christie,1939,English,mystery,"poetry,literature,drama","short story writer,novelist english,poet,playwright",https://en.wikipedia.org/wiki/And_Then_There_Were_None,NA_not-pub-domain
280,A Separate Peace,John Knowles,1959,English,history,,,https://en.wikipedia.org/wiki/A_Separate_Peace,NA_not-pub-domain
281,Breaking Dawn,Stephenie Meyer,2008,English,romance,,,https://en.wikipedia.org/wiki/Breaking_Dawn,NA_not-pub-domain
282,As I Lay Dying,William Faulkner,1930,English,na,"short stories,novels,fiction",novelists,https://en.wikipedia.org/wiki/As_I_Lay_Dying,NA_not-pub-domain
283,The Girl Who Played With Fire,Stieg Larsson,2009,English,thrillers,crime fiction,"journalists,authors swedish",https://en.wikipedia.org/wiki/The_Girl_Who_Played_with_Fire,NA_not-pub-domain
284,Where the Red Fern Grows,Wilson Rawls,1961,English,bildung,author,,https://en.wikipedia.org/wiki/Where_the_Red_Fern_Grows,NA_not-pub-domain
285,Le Morte D'Arthur,Thomas Malory,1485,English,na,,,https://en.wikipedia.org/wiki/Le_Morte_d%27Arthur,https://www.gutenberg.org/cache/epub/1251/pg1251.txt 
286,Mockingjay,Suzanne Collins,2010,English,scifi,"young adult fiction,television plays,television authorship,motion picture plays,motion picture authorship","television writers,screenwriters,novelists",https://en.wikipedia.org/wiki/Mockingjay,NA_not-pub-domain
287,The Pillars of the Earth,Ken Follett,1989,English,history,,novelists,https://en.wikipedia.org/wiki/The_Pillars_of_the_Earth,NA_not-pub-domain
288,Persian Letters,Montesquieu,1721,French,na,,,https://en.wikipedia.org/wiki/Persian_Letters,unavailable
289,The Client,John Grisham,1993,English,na,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Client_(novel),NA_not-pub-domain
290,Sula,Toni Morrison,1973,English,na,"united states race relations,racism,african americans,african american women,african american girls,literature","english teachers,college teachers,novelists,authors,writers,university and college faculty members,literature teachers,english teachers of",https://en.wikipedia.org/wiki/Sula_(novel),NA_not-pub-domain
291,Tales of a Fourth Grade Nothing,Judy Blume,1972,English,na,childrens literature,authors,https://en.wikipedia.org/wiki/Tales_of_a_Fourth_Grade_Nothing,NA_not-pub-domain
292,The Merry Adventures of Robin Hood of Great Renown In Nottinghamshire,Howard Pyle,1883,English,na,,"illustrators,authors",https://en.wikipedia.org/wiki/The_Merry_Adventures_of_Robin_Hood,https://www.gutenberg.org/cache/epub/10148/pg10148.txt
293,Tortilla Flat,John Steinbeck,1935,English,na,literature,authors,https://en.wikipedia.org/wiki/Tortilla_Flat,NA_not-pub-domain
294,"Look Homeward, Angel",Thomas Wolfe,1929,English,na,,novelists,"https://en.wikipedia.org/wiki/Look_Homeward,_Angel",NA_not-pub-domain
295,The Mystery of Edwin Drood,Charles Dickens,1870,English,na,english literature,"authors english,writers,novelists",https://en.wikipedia.org/wiki/The_Mystery_of_Edwin_Drood,https://www.gutenberg.org/cache/epub/564/pg564.txt
296,Brideshead Revisited,Evelyn Waugh,1945,English,na,,,https://en.wikipedia.org/wiki/Brideshead_Revisited,NA_not-pub-domain
297,The Pelican Brief,John Grisham,1992,English,mystery,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Pelican_Brief,NA_not-pub-domain
298,Atonement,Ian McEwan,2001,English,na,"playwriting,motion picture authorship","screenwriters,dramatists,authors",https://en.wikipedia.org/wiki/Atonement_(novel),NA_not-pub-domain
299,Washington Square,Henry James,1880,English,na,,"authors,writers",https://en.wikipedia.org/wiki/Washington_Square_(novel),https://www.gutenberg.org/cache/epub/2870/pg2870.txt
300,Like Water for Chocolate,Laura Esquivel,1989,Spanish,romance,"motion picture authorship,fiction,acting","screenwriters,novelists,authors,actresses,actors",https://en.wikipedia.org/wiki/Like_Water_for_Chocolate_(novel),NA_not-pub-domain
301,The Golden Compass,Philip Pullman,1995,English,na,,"authors,teachers,dramatists",https://en.wikipedia.org/wiki/Northern_Lights_(Pullman_novel),NA_not-pub-domain
302,The Secret Life of Bees,Sue Monk Kidd,2001,English,na,"nursing,fiction,education","nurses,educators,authors",https://en.wikipedia.org/wiki/The_Secret_Life_of_Bees_(novel),NA_not-pub-domain
303,The Fault In Our Stars,John Green,2012,English,romance,"novels,fiction authorship,childrens literature authorship,book reviewing","periodical editors,novelists,authors",https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars,NA_not-pub-domain
304,Nostromo,Joseph Conrad,1904,English,political,english literature,novelists,https://en.wikipedia.org/wiki/Nostromo,https://www.gutenberg.org/cache/epub/2021/pg2021.txt
305,Finnegans Wake,James Joyce,1939,English,na,"short stories,novels",novelists,https://en.wikipedia.org/wiki/Finnegans_Wake,NA_not-pub-domain
306,The Brethren,John Grisham,2000,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Brethren_(Grisham_novel),NA_not-pub-domain
307,Coraline,Neil Gaiman,2002,English,na,"motion picture plays,horror tales,graphic novels,fiction,fantasy fiction",authors,https://en.wikipedia.org/wiki/Coraline,NA_not-pub-domain
308,Heart of Darkness,Joseph Conrad,1902,English,na,english literature,novelists,https://en.wikipedia.org/wiki/Heart_of_Darkness,https://www.gutenberg.org/cache/epub/219/pg219.txt
309,On the Banks of Plum Creek,Laura Ingalls Wilder,1937,English,autobio,,women authors,https://en.wikipedia.org/wiki/On_the_Banks_of_Plum_Creek,NA_not-pub-domain
310,Rebecca of Sunnybrook Farm,Kate Douglas Smith Wiggin,1903,English,na,"education,editing,childrens literature","authors,educators,editors,composers",https://en.wikipedia.org/wiki/Rebecca_of_Sunnybrook_Farm,https://www.gutenberg.org/cache/epub/498/pg498.txt
311,The Ambassadors,Henry James,1903,English,na,,"authors,writers",https://en.wikipedia.org/wiki/The_Ambassadors,https://www.gutenberg.org/cache/epub/432/pg432.txt
312,The Secret Agent,Joseph Conrad,1907,English,political,english literature,novelists,https://en.wikipedia.org/wiki/The_Secret_Agent,https://www.gutenberg.org/cache/epub/974/pg974.txt
313,The House on Mango Street,Sandra Cisneros,1984,English,bildung,creative writing,authors,https://en.wikipedia.org/wiki/The_House_on_Mango_Street,NA_not-pub-domain
314,Go Tell It on the Mountain,James Baldwin,1953,English,bildung,"poetry,fiction,drama,civil rights","poets,novelists,dramatists,civil rights workers,authors",https://en.wikipedia.org/wiki/Go_Tell_It_on_the_Mountain_(novel),NA_not-pub-domain
315,The Testament,John Grisham,1999,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Testament_(Grisham_novel),NA_not-pub-domain
316,The Clan of the Cave Bear,Jean M. Auel,1980,English,history,,novelists,https://en.wikipedia.org/wiki/The_Clan_of_the_Cave_Bear,NA_not-pub-domain
317,Cranford,Elizabeth Cleghorn Gaskell,1853,English,na,"short stories,novels,biographies","novelists,biographers,authors",https://en.wikipedia.org/wiki/Cranford_(novel),https://www.gutenberg.org/cache/epub/394/pg394.txt
318,Because of Winn-Dixie,Kate DiCamillo,2000,English,na,,authors,https://en.wikipedia.org/wiki/Because_of_Winn-Dixie,NA_not-pub-domain
319,My Side of the Mountain,Jean Craighead George,1959,English,na,childrens literature,author,https://en.wikipedia.org/wiki/My_Side_of_the_Mountain,NA_not-pub-domain
320,The Runaway Jury,John Grisham,1996,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Runaway_Jury,NA_not-pub-domain
321,The Mouse and the Motorcycle,Beverly Cleary,1965,English,na,"young adult literature,childrens literature",authors,https://en.wikipedia.org/wiki/The_Mouse_and_the_Motorcycle,NA_not-pub-domain
322,The Lost Symbol,Dan Brown,2009,English,thrillers,"suspense fiction,fiction","novelists american,authors american",https://en.wikipedia.org/wiki/The_Lost_Symbol,NA_not-pub-domain
323,The Forsyte Saga,John Galsworthy,1922,English,na,,authors english,https://en.wikipedia.org/wiki/The_Forsyte_Saga,https://www.gutenberg.org/cache/epub/2559/pg2559.txt 
324,Gone Girl,Gillian Flynn,2012,English,thrillers,"writing,motion pictures production and direction,detective and mystery stories,suspense fiction","motion picture producers and directors,authors",https://en.wikipedia.org/wiki/Gone_Girl_(novel),NA_not-pub-domain
325,The Lightning Thief,Rick Riordan,2005,English,fantasy,"teaching,authorship","teachers,authors",https://en.wikipedia.org/wiki/The_Lightning_Thief,NA_not-pub-domain
326,The Last Days of Pompeii,Edward Bulwer Lytton,1834,English,history,literature,"politicians,authors",https://en.wikipedia.org/wiki/The_Last_Days_of_Pompeii,https://www.gutenberg.org/cache/epub/1565/pg1565.txt
327,The Reader,Bernhard Schlink,1995,German,na,,"lawyers,authors german",https://en.wikipedia.org/wiki/The_Reader,NA_not-pub-domain
328,Caddie Woodlawn,Carol Ryrie Brink,1935,English,na,childrens literature,"women novelists,women authors",https://en.wikipedia.org/wiki/Caddie_Woodlawn,NA_not-pub-domain
329,The Tale of Despereaux,Kate DiCamillo,2003,English,na,,authors,https://en.wikipedia.org/wiki/The_Tale_of_Despereaux,NA_not-pub-domain
330,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,2007,Swedish,thrillers,crime fiction,"journalists,authors swedish",https://en.wikipedia.org/wiki/The_Girl_Who_Kicked_the_Hornets%27_Nest,NA_not-pub-domain
331,Dear Mr. Henshaw,Beverly Cleary,1983,English,na,"young adult literature,childrens literature",authors,https://en.wikipedia.org/wiki/Dear_Mr._Henshaw,NA_not-pub-domain
332,The Killer Angels,Michael Shaara,1974,English,history,,,https://en.wikipedia.org/wiki/The_Killer_Angels,NA_not-pub-domain
333,Chronicle of a Death Foretold,Gabriel García Márquez,1981,Spanish,na,"magic realist fiction,magic realism literature,journalism,screenplays","novelists,journalists,authors",https://en.wikipedia.org/wiki/Chronicle_of_a_Death_Foretold,NA_not-pub-domain
334,The Five People You Meet In Heaven,Mitch Albom,2003,English,na,"music,journalism,generosity,fiction","philanthropists,musicians,journalists,authors",https://en.wikipedia.org/wiki/The_Five_People_You_Meet_in_Heaven,NA_not-pub-domain
335,The Master and Margarita,Mikhail Bulgakov,1967,Russian,political,"russian literature,medicine","physicians,dramatists,authors russian",https://en.wikipedia.org/wiki/The_Master_and_Margarita,NA_not-pub-domain
336,"Winesburg, Ohio",Sherwood Anderson,1919,English,na,,novelists,"https://en.wikipedia.org/wiki/Winesburg,_Ohio",https://www.gutenberg.org/cache/epub/416/pg416.txt
337,P Is for Peril,Sue Grafton,2001,English,mystery,"education,detective and mystery stories","novelists,college teachers",https://en.wikipedia.org/wiki/%22P%22_Is_for_Peril,NA_not-pub-domain
338,My Sister's Keeper,Jodi Picoult,2004,English,na,"novels,fiction,creative writing",authors,https://en.wikipedia.org/wiki/My_Sister%27s_Keeper_(novel),NA_not-pub-domain
339,Barnaby Rudge,Charles Dickens,1841,English,political,english literature,"authors english,writers,novelists",https://en.wikipedia.org/wiki/Barnaby_Rudge,https://www.gutenberg.org/cache/epub/917/pg917.txt
340,Howards End,E.M. Forster,1910,English,na,,"novelists,essayists",https://en.wikipedia.org/wiki/Howards_End,https://www.gutenberg.org/cache/epub/2946/pg2946.txt
341,The Broker,John Grisham,2005,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Broker,NA_not-pub-domain
342,The Camel Club,David Baldacci,2005,English,political,"law,novels,fiction authorship,corporation law,political science","lawyers,authors,novelists,corporate lawyers",https://en.wikipedia.org/wiki/The_Camel_Club_(novel),NA_not-pub-domain
343,The Rainbow,D.H. Lawrence,1915,English,na,english literature,"poets,novelists,dramatists",https://en.wikipedia.org/wiki/The_Rainbow,https://www.gutenberg.org/cache/epub/28948/pg28948.txt
344,The Man In the Iron Mask,Alexandre Dumas,1850,French,history,,"author,novelist,dramatist,novelists,dramatists,authors",https://en.wikipedia.org/wiki/The_Vicomte_of_Bragelonne:_Ten_Years_Later#Part_Three:_The_Man_in_the_Iron_Mask_(Chapters_181%E2%80%93269),https://www.gutenberg.org/cache/epub/2759/pg2759.txt
345,Mary Poppins,P.L. Travers,1934,English,fantasy,"journalism,childrens stories,acting","journalists,authors,actresses,actors",https://en.wikipedia.org/wiki/Mary_Poppins_(book_series),NA_not-pub-domain
346,Artemis Fowl,Eoin Colfer,2001,English,fantasy,writing fantasy for children and teens,"teacher,author",https://en.wikipedia.org/wiki/Artemis_Fowl_(novel),NA_not-pub-domain
347,Dear John,Nicholas Sparks,2007,English,romance,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",https://en.wikipedia.org/wiki/Dear_John_(novel),NA_not-pub-domain
348,Cold Mountain,Charles Frazier,1997,English,romance,,,https://en.wikipedia.org/wiki/Cold_Mountain_(novel),NA_not-pub-domain
349,Flowers for Algernon,Daniel Keyes,1966,English,na,,authors,https://en.wikipedia.org/wiki/Flowers_for_Algernon,NA_not-pub-domain
350,The Dark Is Rising,Susan Cooper,1973,English,fantasy,writing,"screenwriter,journalist,author",https://en.wikipedia.org/wiki/The_Dark_Is_Rising,NA_not-pub-domain
351,Resurrection,Leo Tolstoy,1899,Russian,na,"philosophy and religion,literature","authors,writers",https://en.wikipedia.org/wiki/Resurrection_(Tolstoy_novel),https://www.gutenberg.org/cache/epub/1938/pg1938.txt
352,Fearless Fourteen,Janet Evanovich,2008,English,mystery,crime writing,"novelists american,authors american",https://en.wikipedia.org/wiki/Fearless_Fourteen,NA_not-pub-domain
353,A Sentimental Journey Through France and Italy,Laurence Sterne,1768,English,na,,,https://en.wikipedia.org/wiki/A_Sentimental_Journey_Through_France_and_Italy,https://www.gutenberg.org/cache/epub/804/pg804.txt
354,The King of Torts,John Grisham,2003,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_King_of_Torts,NA_not-pub-domain
355,The Graveyard Book,Neil Gaiman,2008,English,na,"motion picture plays,horror tales,graphic novels,fiction,fantasy fiction",authors,https://en.wikipedia.org/wiki/The_Graveyard_Book,NA_not-pub-domain
356,The Quiet American,Graham Greene,1955,English,political,"short stories,novels,fiction,drama,spy fiction","novelists,dramatists,authors,spy,novelist,playwrights,playwright,intelligence agent",https://en.wikipedia.org/wiki/The_Quiet_American,NA_not-pub-domain
357,The Chamber,John Grisham,1994,English,na,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Chamber_(novel),NA_not-pub-domain
358,The English Patient,Michael Ondaatje,1992,English,history,"poetry,novels","poets,novelists",https://en.wikipedia.org/wiki/The_English_Patient,NA_not-pub-domain
359,Snow Falling on Cedars,David Guterson,1994,English,na,,,https://en.wikipedia.org/wiki/Snow_Falling_on_Cedars,NA_not-pub-domain
360,The Long Winter,Laura Ingalls Wilder,1940,English,autobio,,women authors,https://en.wikipedia.org/wiki/The_Long_Winter_(novel),NA_not-pub-domain
361,"Sarah, Plain and Tall",Patricia MacLachlan,1985,English,na,childrens literature,"english teachers,authors","https://en.wikipedia.org/wiki/Sarah,_Plain_and_Tall",NA_not-pub-domain
362,Cross Country,James Patterson,2008,English,thrillers,"suspense fiction american,advertising","novelists,advertising executives,authors",https://en.wikipedia.org/wiki/Cross_Country_(novel),NA_not-pub-domain
363,The Spy Who Came In from the Cold,John Le Carré,1963,English,na,"spy fiction,novels,intelligence service","authors english,spies,novelists,intelligence officers",https://en.wikipedia.org/wiki/The_Spy_Who_Came_in_from_the_Cold,NA_not-pub-domain
364,A Game of Thrones,George R.R. Martin,1996,English,fantasy,"television production and direction,american fiction","television producers and directors,teachers,screenwriters,authors american",https://en.wikipedia.org/wiki/A_Game_of_Thrones,NA_not-pub-domain
365,The Thorn Birds,Colleen McCullough,1977,English,na,"neurosciences,fiction","novelists australian,neuroscientists",https://en.wikipedia.org/wiki/The_Thorn_Birds,NA_not-pub-domain
366,Old Yeller,Fred Gipson,1956,English,bildung,,,https://en.wikipedia.org/wiki/Old_Yeller,NA_not-pub-domain
367,"Ramona Quimby, Age 8",Beverly Cleary,1981,English,na,"young adult literature,childrens literature",authors,"https://en.wikipedia.org/wiki/Ramona_Quimby,_Age_8",NA_not-pub-domain
368,Death In Venice,Thomas Mann,1912,German,na,"novels,humanitarianism,essays",authors,https://en.wikipedia.org/wiki/Death_in_Venice,https://www.gutenberg.org/cache/epub/66073/pg66073.txt
369,By the Shores of Silver Lake,Laura Ingalls Wilder,1939,English,autobio,,women authors,https://en.wikipedia.org/wiki/By_the_Shores_of_Silver_Lake,NA_not-pub-domain
370,Inferno,Dan Brown,2013,English,thrillers,"suspense fiction,fiction","novelists american,authors american",https://en.wikipedia.org/wiki/Inferno_(Brown_novel),NA_not-pub-domain
371,Schindler's List,Thomas Keneally,1993,English,na,"playwriting,novels,fiction authorship,drama,acting","novelists,authors,dramatists,actors",https://en.wikipedia.org/wiki/Schindler%27s_List,NA_not-pub-domain
372,Jonathan Livingston Seagull,Richard Bach,1970,English,allegories,"philosophy,aviation","pilot,author",https://en.wikipedia.org/wiki/Jonathan_Livingston_Seagull,NA_not-pub-domain
373,The Stand,Stephen King,1978,English,horror,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",https://en.wikipedia.org/wiki/The_Stand,NA_not-pub-domain
374,The Last Juror,John Grisham,2004,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Last_Juror,NA_not-pub-domain
375,Shiloh,Phyllis Reynolds Naylor,1991,English,na,,authors,https://en.wikipedia.org/wiki/Shiloh_(Naylor_novel),NA_not-pub-domain
376,Girl With a Pearl Earring,Tracy Chevalier,1999,English,na,historical fiction,novelists,https://en.wikipedia.org/wiki/Girl_with_a_Pearl_Earring_(novel),NA_not-pub-domain
377,The Murder of Roger Ackroyd,Agatha Christie,1926,English,mystery,"poetry,literature,drama","short story writer,novelist english,poet,playwright",https://en.wikipedia.org/wiki/The_Murder_of_Roger_Ackroyd,https://www.gutenberg.org/cache/epub/69087/pg69087.txt
378,It,Stephen King,1986,English,horror,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",https://en.wikipedia.org/wiki/It_(novel),NA_not-pub-domain
379,The Rainmaker,John Grisham,1995,English,na,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Rainmaker_(novel),NA_not-pub-domain
380,The Poisonwood Bible,Barbara Kingsolver,1998,English,na,"writing,novels,literature,fiction authorship,creative nonficton","poets,journalists,biologists,authors",https://en.wikipedia.org/wiki/The_Poisonwood_Bible,NA_not-pub-domain
381,The Indian in the Cupboard,Lynne Reid Banks,1980,English,fantasy,"literature,childrens literature",authors,https://en.wikipedia.org/wiki/The_Indian_in_the_Cupboard,NA_not-pub-domain
382,The Maltese Falcon,Dashiell Hammett,1930,English,mystery,,authors american,https://en.wikipedia.org/wiki/The_Maltese_Falcon_(novel),NA_not-pub-domain
383,The Warden,Anthony Trollope,1855,English,na,novels,novelists,https://en.wikipedia.org/wiki/The_Warden,https://www.gutenberg.org/cache/epub/619/pg619.txt
384,The Summons,John Grisham,2002,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Summons_(Grisham_novel),NA_not-pub-domain
385,Encyclopedia Brown: Boy Detective,Donald J. Sobol,1963,English,mystery,childrens literature,authors,https://en.wikipedia.org/wiki/Encyclopedia_Brown,NA_not-pub-domain
386,The Time Traveler's Wife,Audrey Niffenegger,2003,English,na,,,https://en.wikipedia.org/wiki/The_Time_Traveler%27s_Wife,NA_not-pub-domain
387,The Incredible Journey,Sheila Burnford,1961,English,action,childrens literature,childrens author,https://en.wikipedia.org/wiki/The_Incredible_Journey,NA_not-pub-domain
388,Daughter of Fortune,Isabel Allende,1998,Spanish,romance,"fiction,novels","authors,novelists",https://en.wikipedia.org/wiki/Daughter_of_Fortune,NA_not-pub-domain
389,Shirley,Charlotte Brontë,1849,English,history,"poetry,novels","poets,novelists,governesses",https://en.wikipedia.org/wiki/Shirley_(novel),https://www.gutenberg.org/cache/epub/30486/pg30486.txt
390,"Bud, Not Buddy",Christopher Paul Curtis,1999,English,history,childrens literature,authors,"https://en.wikipedia.org/wiki/Bud,_Not_Buddy",NA_not-pub-domain
391,The Horse Whisperer,Nicholas Evans,1995,English,na,,,https://en.wikipedia.org/wiki/The_Horse_Whisperer_(novel),NA_not-pub-domain
392,The Street Lawyer,John Grisham,1998,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Street_Lawyer,NA_not-pub-domain
393,Nausea,Jean-Paul Sartre,1938,French,na,,"political activists,philosophers,novelists,dramatists,critics,biographers",https://en.wikipedia.org/wiki/Nausea_(novel),NA_not-pub-domain
394,To Have and Have Not,Ernest Hemingway,1937,English,action,"short stories,novels,journalism,fiction","novelists,journalists",https://en.wikipedia.org/wiki/To_Have_and_Have_Not,NA_not-pub-domain
395,The Bridges of Madison County,Robert James Waller,1992,English,romance,,"deans education,college teachers,business teachers,authors",https://en.wikipedia.org/wiki/The_Bridges_of_Madison_County,NA_not-pub-domain
396,Anne of the Island,L.M. Montgomery,1915,English,na,"novels,fiction,childrens stories","novelists,authors",https://en.wikipedia.org/wiki/Anne_of_the_Island,https://www.gutenberg.org/cache/epub/51/pg51.txt
397,The Winter of Our Discontent,John Steinbeck,1961,English,na,literature,authors,https://en.wikipedia.org/wiki/The_Winter_of_Our_Discontent,NA_not-pub-domain
398,The Shining,Stephen King,1977,English,horror,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",https://en.wikipedia.org/wiki/The_Shining_(novel),NA_not-pub-domain
399,The Tenant of Wildfell Hall,Anne Brontë,1848,English,na,"poetry,fiction","poets,novelists",https://en.wikipedia.org/wiki/The_Tenant_of_Wildfell_Hall,https://www.gutenberg.org/cache/epub/969/pg969.txt
400,First Family,David Baldacci,2009,English,thrillers,"law,novels,fiction authorship,corporation law,political science","lawyers,authors,novelists,corporate lawyers",https://en.wikipedia.org/wiki/First_Family_(novel),NA_not-pub-domain
401,The Partner,John Grisham,1997,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Partner_(Grisham_novel),NA_not-pub-domain
402,The Girl on the Train,Paula Hawkins,2015,English,na,,"novelists,journalists",https://en.wikipedia.org/wiki/The_Girl_on_the_Train_(novel),NA_not-pub-domain
403,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,1888,English,history,,"travel writers,poets,novelists",https://en.wikipedia.org/wiki/The_Black_Arrow:_A_Tale_of_the_Two_Roses,https://www.gutenberg.org/cache/epub/32954/pg32954.txt
404,The Rise of Silas Lapham,William Dean Howells,1885,English,na,,"dramatists,critics,authors",https://en.wikipedia.org/wiki/The_Rise_of_Silas_Lapham,https://www.gutenberg.org/cache/epub/154/pg154.txt
405,The Choice,Nicholas Sparks,2007,English,romance,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",https://en.wikipedia.org/wiki/The_Choice_(novel),NA_not-pub-domain
406,The Virginian: A Horseman of the Plains,Owen Wister,1902,English,na,western stories authorship,authors,https://en.wikipedia.org/wiki/The_Virginian_(novel),https://www.gutenberg.org/cache/epub/1298/pg1298.txt
407,A Walk to Remember,Nicholas Sparks,1999,English,romance,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",https://en.wikipedia.org/wiki/A_Walk_to_Remember_(novel),NA_not-pub-domain
408,The Maze Runner,James Dashner,2009,English,scifi,,"authors,novelists",https://en.wikipedia.org/wiki/The_Maze_Runner,NA_not-pub-domain
409,The Westing Game,Ellen Raskin,1978,English,mystery,,"illustrators,authors",https://en.wikipedia.org/wiki/The_Westing_Game,NA_not-pub-domain
410,Misty of Chincoteague,Marguerite Henry,1947,English,na,childrens literature,author,https://en.wikipedia.org/wiki/Misty_of_Chincoteague_(novel),NA_not-pub-domain
